"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148"
"Lachnospiraceae_bacterium_5_1_63FAA",0,0.0027116,0.0011874,0.0005406,9.18e-05,0,0,9.3e-05,0.0133848,0.0318679,0.0061157,0.0004854,4.8e-06,0.0023282,0.0352628,0.0119134,0.0011773,0.001014,0.00017,0.0037037,0.0005739,0,0.0284228,0.0012091,0.0013053,0.003748,0.0002129,0.0004379,0.0035873,0.0020391,0.0086706,0.0273448,0.0006679,0.0020556,0.0007462,0.0064879,0.0027623,0.0016879,0.0029569,0.0010339,0.0083456,0.000146,0.0040885,0.0256393,0,9.31e-05,0.001485,0,0,0,0.0093089,0.0001516,0,0.0033493,0,0.0024623,0,0.0025628,0.0024681,0.000191,0,0,0,0.0013658,0,8.24e-05,0.0034732,0.0013618,0,0.0011068,0.0037938,0,0.0002788,0.0022731,0.0018087,0,4.4e-06,2.62e-05,0.0406456,0,0.0037638,0,0.0068326,0.0005056,0.0008607,0,0,0,0.0092674,3.5e-06,0.0019328,0.000306,0.0086138,0,0.0020476,0.0045643,0,0.0005496,0,0,0.001765,0.000449,0.0016391,0.0072055,6.8e-05,0.000386,0.0087422,5.8e-06,1.7e-06,0.0034724,0.0005436,0,0.0008812,0.0009782,0.0014414,0.0005207,0.0008873,0.0032357,0.0019884,0.000558,0.0019074,0.001193,0.0042243,0.0087445,0.0011662,0,0.0054926,0.0320044,2e-06,1.8e-06,0,2.9e-06,0.0090575,9.9e-05,0,0.0032237,0,0,0.0006691,0.0109728,0.0134422,0.0010253,0.0001048,0.0006024,0,0,5.3e-06,0.0021077,0.0057806,0,2.76e-05,0.0018764,0.0003274,0.0031193,0.0005116
"Lachnospiraceae_bacterium_6_1_63FAA",4.6e-06,0,0,0.0001655,0,0,0,0.0036803,0.0003692,0.0005953,0.0014289,0,0,0,0,0,0,2.98e-05,0,0.0001217,0,0,0,0.0009609,0,0,0,0,0,1.28e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.11e-05,0,0,0.0009176,0,0,0,0,0.0001419,0,0.0029399,0,0,0.0014941,0,0,0,0,0,2.2e-06,9.1e-05,0,2.96e-05,0,0,0,0,0,0.0001313,0,0.0007259,0,0,0,0,2.03e-05,0.000736,0.0154686,0,0,0,8.1e-06,0,0,0,0.0037957,0.0007405,0,0,0,0,0,7.24e-05,0,0,0,0,9.94e-05,0.000669,0,0,0,0,5.2e-06,0,0,0,0,0,0,1.2e-06,0,0,0,0,2.55e-05,9.3e-06,0,0,0,0,0,5.4e-06,0,0.0001416,0,0,0,0,0,0.0120583,0,0,0.0029911,2.87e-05,0.0021456,0,0,0,0,0,0,0,0,0,0,0,2.4e-05,0,1.86e-05,0,0,0
"Lachnospiraceae_bacterium_7_1_58FAA",0.0004428,0.000103,0.0008816,0.0001053,3.5e-05,0.0002432,0,0.0004739,0.0022122,0,8.25e-05,0.0002438,0.0015692,0.0034444,0,0.0001847,0.0004757,0.0003334,0,0.0002392,0.0001072,0,0.0001593,0.0003433,0.0017167,0.0002175,0.0003076,0.0004384,0.0021956,0.0005047,0.0003764,0,0.0002655,3.6e-06,0.0007815,0.0001123,0.000146,0,0.0003314,6.16e-05,0.0003522,0.0003267,0,1.58e-05,0,0,1.8e-06,0,0,0,0,0.0023128,0,0.000402,0,0.001528,0,0.0001642,0.0002604,0.0015362,0,0.0004682,0.0008946,0.0001084,0.0006637,0.0002812,0.0002891,0.0006837,0,0.0115227,0.0004071,0,0.0003802,0.0013474,0.0001663,0,0.0011541,0,0.0004942,0,0.0004935,2.9e-05,0.0004647,0.0002004,0.0001121,0,0,0.0048287,1.86e-05,0,0,0.0005984,8.31e-05,0,0,0.000628,0.0023371,0.0008886,0,0.0002573,0,0,0.0014497,0,0.0016013,0.0019263,2.99e-05,0,0,0,0.0002789,0,3.22e-05,9.49e-05,0.0005396,4.83e-05,0.0001729,0.0044016,0.0010764,0.0013322,0.0002871,0.0002038,0.0001373,6.74e-05,0.0006454,0.0003674,0.0051119,0.0002451,0,0,0,0,0,0.0050888,0,0.0001105,0.0056393,0,0.0012432,0,0,0.0009584,0.0008532,0.00215,0,0.0002704,0,0.0005423,0,0.0001074,0.0007464,0,2.7e-06,0.0002944,0.000247
"Lachnospiraceae_bacterium_8_1_57FAA",0.0029821,0.0017705,0,0,0,0,0,0,0,0,0.0020501,0,0,0,0,0,0,0.0033004,0.0110995,0,0,4.36e-05,0,0,0,0,0,0,0,0,0,0,0.0030123,0.0023228,0,0.0124652,0.0056175,0,0,0,0,0.0055351,0.0088974,0.0324711,0,0,0.0019816,0,0,0,0.0161263,0,0,0.0017836,0.0002746,0,0,0,0,0,0,0,0,0,0.002262,0,0,0.0031358,0,0,0,0.0006513,0,0,0,0,0,0,0,0,0,0,0,0.0007342,0,0,0,0,0,0,0,0,0,0,0,0.000616,0,0,0,0.0071599,0.0028831,0.001236,0,0.001176,0,0,0.0015228,0,0,0,0,0,0.001366,0,0.0051219,0.0002385,0,0,0,0,0,0,0.0021781,0.0077293,0,0,0.0010086,0,0,2.42e-05,0,2.23e-05,0,0,0,0.0069432,0.0027078,0,0,0.0010735,0,0,0,0.0004667,0,0,0,0,0.0029703,0.0001036,0,0,0.0007767,0.0052214,0
"Lachnospiraceae_bacterium_9_1_43BFAA",0.0001633,0,0,0.0005254,0,0.0004762,0,0.0072694,0,0.0108278,1.98e-05,2.82e-05,5.4e-06,0.0010009,0,0,0.0001051,0.0003856,0.000548,7.15e-05,0,0,0,0,0,0,0.0006464,0,0,0.000379,0,0,0,0,0,0,0,0,0,0,4.86e-05,0,0.0096753,0,0,0.0003439,0,0,0,0,7.97e-05,0,0.0001398,0,0,8.47e-05,0,0.0006207,0,6e-07,0,4.7e-05,0.0002511,0,0.0001894,0,0,0,0,0.0007363,0.0001418,0,0.0007459,0,0.0001923,0,2.66e-05,1.58e-05,0.0014405,0,0,0.0018887,3.9e-06,0,0.0002481,0,0.0036778,0,0.0040746,0,5.3e-06,0,1.85e-05,0.0001673,6.4e-06,0,0.0025538,0,0,9.49e-05,0.0047984,0,0,0,0,2.4e-06,0,0,0,0.0009355,0,2.42e-05,0,0,8e-07,0,0,0.0012326,3.39e-05,0,0,0,0,0.0004271,6.23e-05,0,5.68e-05,0,0,0.0012644,0.0012732,0.0043382,0.0013183,0.0005033,0,0.0003388,0.0001629,0.001249,0,0,4.7e-06,0,0,0,0,0,0.0001278,0,0,0,0,0,0,0,0
"Roseburia_hominis",0,0.0004297,0.0002032,0,0,0,0,0,0.0074959,0,0.000803,0,0,0,0.000373,0.0047549,0.019152,0.0001496,0,7.58e-05,0,0,0.0065316,0.0001075,0.0177344,0.0054574,0,0.0126515,0.0008098,0.0120235,0.0043983,0.0229302,0.0303378,0.0002554,0.0045934,0.004656,0,0,0.0078491,0.0010125,0,0.0042679,0,0,0,0,0.0005069,0,0,0,0,0,0,0,0,0.0006909,0,2.22e-05,0.0004693,0.0085731,0,0,0,0,0,0.0019951,0.0005567,0.0044688,0,0,0.0006183,0,0,0.0010214,0.0011567,0,0.0020784,0,0,0,0.0016207,0,0.0007887,0,0,0,0,0,0,0,0.0043037,0.001941,0.0233542,0,0.0014792,0,0,0.0004887,0,0,0,0,0.0067171,0.0088455,0,0.0012325,5.84e-05,0,0,0,0.0033166,0,0.0208935,0.0193831,0.0007633,0.010544,0.0005941,0,0.0137336,0.0009642,0.0012609,0.0018609,0.0128499,0,3.55e-05,0.0011078,0,0,0,6e-07,0,0,1.4e-06,0.0004325,0,0,2.1e-06,0,0,0.0008664,0,0.0007658,0,0.0167558,0,0,0,0.0046173,0.0018108,0,0.0005671,0,0.0019446,0.0047282,0.0010255
"Roseburia_intestinalis",0.0529697,0.0212419,0.0008614,0.0090171,0.017217,0,2.1e-05,0.0066236,0.0348389,1.61e-05,0.0142291,0,0.0342084,2.6e-05,9.92e-05,0.0312123,0.100097,0.108375,0.00436,0.0017244,0.0162565,0,0.0104742,0.0256898,0,0.0522668,0,0,0.0284761,0.0038095,0.0001413,0.0082188,0.0027335,0.0039673,0,0,0.0298327,0.0164678,0.0014454,0.011615,0,0.0059406,0.0270333,0.0001286,6.9e-06,0,0.0087878,0,1.31e-05,6e-06,0,5.97e-05,0,0,0,0.0039613,0.0001011,0.0008165,0.0014445,0.0028609,0,0.0031889,0,0.0253479,0.0453968,5.1e-05,0.0012406,0.0002078,0,0,0.000129,0.0296096,0.008834,0.0456319,0.0387589,0,0.0008335,0.0002979,0.0117298,0,7.1e-05,0.0300568,0.0073367,0,0,0,4.94e-05,0,1.82e-05,0.0001407,0.0012533,0.0068277,0.0058319,0,0.0163619,0,0,0.0047761,0,0,0,0.0934066,0.0028782,0.0437554,2.06e-05,0.0254019,0.0946234,2.11e-05,4.6e-05,0.0001323,0.0157637,0,0.0010813,9.01e-05,0.0232872,0.0163682,0.000608,2.81e-05,0.0043343,0.0011549,0.0181212,0.0019643,0.0197824,0,1.15e-05,4.23e-05,2.07e-05,6.19e-05,1.41e-05,0.137623,1.83e-05,8.8e-06,0.0002641,0.0001261,0,2.1e-05,2.65e-05,2.13e-05,0,0,0,0.0005074,0,0.0002153,0,0.0004591,0.0704354,0.0160691,0.282635,0,0,0,0,0.0390566,0.0404141
"Roseburia_inulinivorans",0.0853113,0.0023494,4.57e-05,0.0084787,0.0005005,0,1.4e-06,0.0047996,0.0008376,0,0.0144672,0,0.000821,0,0.0055328,0.0003506,0.0226848,0.0302702,0.0031937,0.0014758,0,0,0.0073021,0.0124157,9.37e-05,0.0333998,0,7.4e-06,0.001105,0.0005301,0.0010568,0,0.0001554,0.0048797,0.0008272,0.0295216,0.0249516,0.0232371,0.0001662,0.004012,0,0.0027503,0,0,0,0,0.0097681,0,0,0,0,0,0,0.0038496,0,0.0033466,0,1.36e-05,0.0025528,0.0021939,0,8.8e-06,0,0,0,0.0003817,0.0007202,0.000538,0,0,0.0001214,0,0.0002613,0.0728481,0.0072716,0,0,0,0,0,0.0001699,0,0.003856,0.0003503,0,0,0,0,0,3.09e-05,0.0077392,0.0040754,0.0099625,0.0431191,0.0034281,0.0007049,0,0.0022026,0,0,0,0.0002691,0.054998,0.0049283,0.0011148,0.0022483,0.0527327,0,4.2e-06,0.0003362,0.0079645,0,0.0032193,0.0131001,0.0048725,0.0035874,0.0063929,0,0.018345,0.0098404,0.0109139,0.0002752,0.0013826,0.0003312,0,0,0,0.155177,1.6e-06,0.0257073,0,1.2e-06,4.44e-05,0.0009873,0,0,2.4e-06,9.6e-06,0,0.057614,0,0.0007325,0,0,0,8.79e-05,0,0.0012916,0.0309484,0,0,0,0.0007728,0.0431583,0.025139
"Roseburia_unclassified",0,0,0,0,0,0.0001259,1.67e-05,0,0,0.0004277,0,0.0076869,0,0.0098497,0.0008469,0,0,0,0.0074542,0,0,1.76e-05,0,0,0,0,0.0023855,0,0,0,0,0.13667,0,0,0,0,0,0,0,0,0.0055413,0,0,0.0004355,0,7.23e-05,0,1.18e-05,3.1e-05,3.27e-05,0.0023016,0.001114,4.54e-05,0,0,0,7.4e-06,0,0,0,0,0,0,0,0,0,0,0.0050531,0.0010707,0.0018468,0,0,0,0,0,0,0,0,0,0,0.0020511,0,0.0052711,0,0.0012811,1.74e-05,5.78e-05,0,0.0003446,3.38e-05,0,0,0,0,0,0.0072344,8.28e-05,0,4.9e-05,9e-06,0.0093096,0,0,0,0.0027617,0,0,8.8e-06,5.83e-05,0,0,2.47e-05,0,0,0,0,0,6.46e-05,0,0,0,0,0,0,0.0070577,0,5.75e-05,0,0,0,9e-06,2.03e-05,8.93e-05,0,1.16e-05,0.0009329,1.12e-05,0.0016205,0.0001193,0,8.35e-05,0,9.19e-05,0,2.92e-05,8.37e-05,0,0,0,6.2e-05,0,0.0137615,0,0,0
"Oscillibacter_sp_KLE_1728",0,0,0,0,0,0,0,0,0,0,0,0,0.0058282,0,0,0,0,0,0,0,0,0,0,0.0114532,0,0,0.0054673,0,0,0.0084605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122365,0,0,0.0039521,0,0,0.0083986,0,0,0,0,0,0,0,0,0.005065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010623,0,0,0.0087111,0,0,0,0,0,0,0,0,0,0,0,0,0.0018838,0,0,0,0,0.0046308,0.0059679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039358,0,0.0030976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444283,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_KLE_1745",0,0,0,0.0038437,0,0,0,0.0017671,0,0,0,0,0.0024668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342418,0,0,0.0047008,0,0,0,0,0,0,0,0,0,0.013487,0,0,0,0,0,0,0,0,0.0261156,0,0,0,0,0,0,0,0,0,0,0.0029069,0,0.0005648,0.0026553,0,0,0,0,0.0027264,0,0,0,0,0,0.0006414,0.0174472,0.0006064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000862,0,0,0,0,0,0,0,0.0137491,0,0,0,0.0029748,0,0.0068429,0,0.0453376,0.0024517,0.0032846,0
"Oscillibacter_unclassified",0.0029528,0.0021238,0.001096,0.0060695,0.0140143,0,1.9e-06,0.0016447,0.0089038,0,0.0059802,0.002188,0.0001643,0.0434213,9.2e-05,0.0035408,0.0042703,0,0.0589259,0.0002972,0.0007036,0,0.0037976,0,0.0047089,0.0080182,0.0025544,0.0013438,0.0075723,0.002635,0.0003458,0,0.0039091,0.0001335,0.0105687,0.0016852,0.0022522,0.0043949,0.0032909,0.0016313,0.0081052,0.0075984,0,0,0,0,6.89e-05,0,0,0,0.0023418,0.013235,0,0,0,0.0392225,0,0.0018983,0.0093991,0.0205445,0,0.0019765,0.0057559,0.0008018,0.0077433,0.0001342,0.0024005,0.0027966,0,0.0343571,0.0037858,6.73e-05,0.0155144,0.0012781,0.0032726,0,0.0019354,0.0062949,0.0016205,0,0.0055429,0.0031299,0,0.0033483,0.0018964,0,0,0,0.0082222,3.66e-05,0.0002713,0,0.0004062,0.0007583,0.0006039,0.0057186,0.0062936,0.0046867,0,0.0313936,0.001174,0,0.0029787,0.0028412,0.0029714,0.0070883,0.0019629,6.4e-06,0,0,0.0041825,0,0.0010285,0.0023739,0.0033774,0.0003762,0.002911,0.0034799,0.018431,0.010014,0.0013135,0.0099266,0.0041835,0.0128472,0.0054666,0.0058,0.0120029,1.2e-05,0,4.8e-06,2.1e-06,2.5e-06,3.05e-05,0.0028315,0.0007362,0.002286,0.0245524,1.1e-06,0.001248,0,0,0.0027773,0.0021768,0,0,0.002839,0.0076335,0.0042096,0,0.0198543,0.0078112,0,0.0044767,0,0.0030987
"Clostridium_bartlettii",0.0012421,0.0002023,0.0043711,0,0.0001538,0,0,5.97e-05,2.32e-05,0.0017115,1.12e-05,6.43e-05,0.003272,1.85e-05,0,0,0,0.0186848,0.0002925,0.0131119,0.0105578,3.92e-05,0,0.0036722,0.0030642,0.0002524,0.0005069,0,0.0001443,0,2.44e-05,0,0,0.0016902,0,0.0019008,0.0001927,0.0001795,0.0003323,0.0020861,0.0006145,0.0005364,0.0046239,0.0081189,0,0.0001475,0.0013945,0,0.006168,0,0.0008786,0.0017355,0.0053512,7.4e-05,0.0306146,0,0.0015257,0,0.0008642,0.0003308,0,0.001928,0.0010089,0.0120338,0.0011522,6.33e-05,0,0.0085631,0,0.0003828,4.28e-05,0.0144471,0.0002387,0.000841,0.0001375,0,0,0,0,0,7.67e-05,0.0018437,0.0005353,0.000351,0.0003283,0,0.0005871,0.0132699,0.0102954,0.0150486,0.0009488,0.0032874,4.4e-05,0.0221504,0,0,0,0.0002431,0,0,0.0074992,0.0002791,0.0015548,0.0002164,0,2.7e-05,1.68e-05,0,0,0,0.0001389,0,0,0,0,0,0,3.34e-05,1.3e-06,0.0004822,0,0.0002912,0.0016485,0.0001116,8.77e-05,0.0001538,1.43e-05,0.0036317,0,0,0,0.0103439,0,0,0,0.0001548,0.0003053,0.0262746,0,0,0.000399,1.59e-05,0,0.0007234,0.0004036,0,0,6.3e-06,0,0,0,0.0028868,0,0,0
"Clostridium_difficile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064388,0.0106769,0,0,0,0,0,0,0,0,0.000112,0,0,0,0,0,0.0217807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005964,0,0,0,0,0,0,0,0,0.0099752,0,0,0,0,0,0,0,0,0,0.0115814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087572,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcaceae_noname_unclassified",0,0.001876,0,0.0028584,0.0009288,0,0.0024991,0,0.0007929,0,0.0003096,0.0010716,0.0007637,0,0.0005252,0,0,0,0.0002305,0.0034955,0,0,0,0,0,0.001488,0,0,0,0,0.00122,0,0,0.001817,0,0.0009245,0.0061142,0.0007571,0.0007012,0,0.0003801,0,0,0,0.0010024,0,0,0,0,0.0022538,0,0,0,8.24e-05,0,4.42e-05,0,0.0004919,0.0005128,0.0019962,0,0,0,0,0.0002903,0,0,0,0,0.0001264,0.0007358,0,0,0,0,0,9.01e-05,0,0.0007105,0.0102744,0.0011792,0,0.0010249,0.0100106,0,0.0027455,0.0003764,0,0,0.180378,0.0010046,0,0.0021676,0,0.00069,0.0014417,0,0.0008054,0,0,0,0,0,0,0.000588,0.0001047,0.0040983,6.27e-05,0,6.48e-05,0.0003004,0,0.0003741,0.0001074,0,0,6.36e-05,0,2.88e-05,0,8.77e-05,0.0001829,0,0,0.0006611,0.0005563,0.0001494,0,2.17e-05,0.001157,0.0016473,0,0,2.73e-05,0.0001987,0.0044501,0,0,0,0,0,0,0.0002875,0.0016623,0,0,0.0015523,0,0,0.0005654,0,0,0.0002431,0.0003257,0
"Anaerotruncus_colihominis",0.0014929,0,0.0027024,0,0.0012717,0,0,0,6.41e-05,0,0,3.38e-05,0.0003015,0.0003246,0,8.02e-05,0.0013008,0,0,0,9.96e-05,0,0,0,2.96e-05,0.000165,0.0004964,0.0002061,0.0003233,0.0003012,4.79e-05,0,0.0002463,0,0.0001238,0,0,0,0.000181,0,0.0001735,0,0,0,0,0,0,0,0,0,0,0,0,1.03e-05,0,0.0016752,0,2.2e-06,0.0006674,0.0001783,0,0,0.0038035,0.0002138,0.0005236,2.9e-05,9.52e-05,0,0,0.000898,0,7.62e-05,0,0.0003515,0,0,0,0.0019786,0.0002131,0,0,0.0021953,0,9.27e-05,0,0,0,0,0,0,0,0,0,7.24e-05,0,0,0.0026493,0.0016763,0,0.0002767,0,0,0,0,4.67e-05,0.0003522,0,0,0,0,0.0001177,0,0,0,0.0003338,0,0,0.0003657,0.0007473,0.0003725,0,0,0.000276,0,0,0,0.0010092,0,0,0,0,0,0,0.0002314,0,0,0.0002324,0,0,0,0,0.0002908,0,0.0023589,0,0,0.0010419,0.0009766,0,0,0,0,0,0,0
"Anaerotruncus_unclassified",0,0,0.0001607,0,0.0009569,0,0,0,6.73e-05,0,6.89e-05,6.44e-05,0.000452,0,9.4e-05,0.0002581,0,0,0,0,0.0001224,0,0,0,0.0007787,0.0002651,0.0006056,0.0001274,0,0,0.0001651,0,0,0,0.000253,0.0014937,0,0,0,0,0.0002633,0.0001902,0,0,0,0,8.26e-05,0.0001138,0,0,0,0.0002831,0,0.0001526,0,0.0005714,0,0,2.63e-05,0.0001807,0,0,0,0,0,4.1e-05,0.0004131,0.0003675,0,0,0,0,0.0001106,0.0001059,0,0,0,0,0,0,0.0010642,0,0.0004335,0,0,0,0,0,0,0,0,0,0.0001287,4.72e-05,8.89e-05,0,0,0.0010695,0,5.5e-05,0,0,0.0008335,0,0.0020827,0.000182,0,0,0,0,0,0,0.0018988,3.95e-05,0.0002766,3.43e-05,0.001329,0.0002116,0.0008738,0.0003701,0,0.000288,2.1e-05,0,0.0001547,0.0024535,0,0,0,0,0,0,0,0.0001006,0,0.0002064,0,0,0,0,0,0,0,0.0020862,0,0.000143,0,0.0001911,0,0,0.0002497,0.0003076,0,0.0001107,0.0002736
"Faecalibacterium_prausnitzii",0.0001741,0.0842688,0.0232824,0.0009593,0.102199,0.0001414,0.0001725,0.0002856,0.132732,0.0002187,0.237163,0.0360032,0.107568,0.0179681,0.140558,0.0651198,0.0023308,0.120708,0.229172,0.0564614,0.0057231,0.0063957,0.0947886,0.136868,0.0605239,0.169868,0.0539788,0.0206204,0.120891,0.0235496,0.0130388,0.409872,0.086753,0.0372482,0.0724765,0.0867499,0.159948,0.141878,0.0316526,0.0895628,0.0253559,0.0512996,0.0001374,7.87e-05,5.82e-05,9.28e-05,0.0583752,2.94e-05,0.0002518,0.0001241,0.203485,0.0629414,6.5e-06,0.148843,9.48e-05,0.0173742,0.0007563,0.0006697,0.0258925,0.0720169,4.59e-05,5.76e-05,5.38e-05,0.0025831,0.0002527,0.0111125,0.0308114,0.0829865,0.0069472,0.0002383,0.0451133,0,0.016119,0.102807,0.0670355,0,8.65e-05,0.0004935,0.0001705,0.0007092,0.0826273,0.0009745,0.0326382,0.004286,0.142079,3.12e-05,0.0001183,8.18e-05,0.0275366,0.0011109,0.146243,0.116206,0.0089578,0.0001396,0.0099918,0.163915,0.000113,0.0515786,5.85e-05,2.7e-06,0.0001698,0.078286,0.120429,0.11389,0.104578,0.044122,0.100592,0.0003352,0.0002058,0.0019178,0.117087,6.63e-05,0.0423659,0.101921,0.136046,0.0378938,0.0341572,0.0002679,0.0010532,0.0885819,0.0718428,0.0817057,0.106987,0.131479,0.0619569,0.0003725,0.206441,0.0003176,0.0001054,0.0001359,0.000139,0.0001101,0.0034625,0.0001655,2.9e-05,0.0992781,0.0001787,0.000162,0.0875038,0.34402,0.0352941,0.164909,0.0189532,0.0633121,1.7e-05,0.0146799,0.164297,0.174397,0.117588,0.0001878,0.0911562,0,0.0285587,0.0557419,0.107028
"Ruminococcaceae_bacterium_D16",0,0.0043927,3.23e-05,2.47e-05,0.0051294,0,0,1.05e-05,0,0,0,0,0.0037963,0.0001576,0,7.61e-05,0.0002944,0.0046829,0,0.003343,8.76e-05,0,0,0.0001306,0,0,0,0,6.75e-05,1.58e-05,0.0022584,0,0,0,4.53e-05,0.000127,3.5e-06,0.0004181,0.0025512,0.0002414,0,0,0,0,0,0,0,0,0,0,0,1.82e-05,0,0,0,8.93e-05,0,0,4.79e-05,0.0001326,0,0,1.27e-05,0,0,4.7e-06,0.0006049,0.0217218,0,0.0308496,4.3e-06,0,5.1e-06,0.000366,0,0,0,0,0.0236059,0,9.68e-05,0,0.00145,9.27e-05,0.0067249,0,0,0,0.0574751,0,0,0.00031,1.75e-05,0,0,0.0039909,1.31e-05,0.000194,0,9.75e-05,0,0,0.0011298,2.8e-06,0.000158,5.76e-05,0,0,0,0,4.84e-05,0,3.6e-06,1.4e-05,0.0005296,1.9e-06,7.38e-05,0.0027914,0.0009699,0.0001138,1.42e-05,4.1e-06,1.78e-05,0.020284,0,0.0019662,0.0220198,0,0,0,0,0,0,1.6e-05,0,0,3.61e-05,0,0,0,0,0.0001048,0.0001283,0.0081577,0,0.0001227,0,0.001805,0,0,5e-05,0,8.2e-06,3.9e-05,0.0095195
"Ruminococcus_bromii",0,5.31e-05,8.49e-05,0.0032427,0.0952192,0,2.47e-05,1.1e-05,0.0376164,9.72e-05,0,0.104743,1.89e-05,0.0204151,1.54e-05,5.01e-05,0,0,0,0.0095107,0,0,1.04e-05,8.2e-05,0.11979,0,6.73e-05,0,5.75e-05,0,0.191927,0,4.65e-05,0,0.0437329,0,0,0,0.059688,0.0462734,0.189452,0.056279,3.68e-05,0,0,0,0.0782253,0,6.95e-05,0,0,0,0,0,0,4.73e-05,0.0003069,0.0528114,0.0612816,0.109986,2.89e-05,1.62e-05,0,0,0.0248077,0.0725209,0.112287,0,0.0055332,0,0,0,0.0257773,0.0001293,0,0,8.68e-05,1.72e-05,0,0,0.123595,0.175033,0.178546,0.0001511,0.0283373,0,0,0,0,0.0001027,0.0057183,0.146651,0.0470318,0,0,0.0003361,0,0.139723,9.2e-06,0,0,0,0.0821498,5.38e-05,0.0084685,1.76e-05,3.38e-05,3.2e-05,2.18e-05,2.5e-05,0.0443722,0,0.0254617,3.59e-05,6.47e-05,0.001857,0.0361945,2.46e-05,0.0602896,0.0289465,0.0037142,3.4e-05,2.44e-05,0,0.0451699,2.39e-05,2.3e-05,6.08e-05,1.23e-05,1.04e-05,1.79e-05,2.78e-05,2.09e-05,7.9e-06,2e-06,1.46e-05,9.2e-06,1.55e-05,0,0,0,0,0,0.127967,0,0,0,0.0583331,0,0,0.0040512,0,0,0,0
